Datum,Räntesats %,Medelvärde hittills i år
3/22/1991,11.44,11.48
3/15/1991,11.27,11.48
3/8/1991,11.21,11.51
3/1/1991,11.05,11.54
2/22/1991,10.95,11.60
2/15/1991,11.25,11.69
2/8/1991,11.24,11.77
2/1/1991,11.44,11.87
1/25/1991,11.64,11.98
1/18/1991,11.99,12.09
1/11/1991,12.15,12.14
1/4/1991,12.13,12.13
12/28/1990,12.24,13.13
12/21/1990,12.16,13.15
12/14/1990,12.23,13.17
12/7/1990,12.56,13.19
11/30/1990,12.66,13.20
11/23/1990,12.77,13.21
11/16/1990,12.86,13.22
11/9/1990,12.97,13.23
11/2/1990,13.25,13.24
10/26/1990,13.22,13.24
10/19/1990,13.35,13.24
10/12/1990,13.15,13.23
10/5/1990,13.31,13.24
9/28/1990,13.38,13.23
9/21/1990,13.26,13.23
9/14/1990,13.38,13.23
9/7/1990,13.41,13.23
8/31/1990,13.47,13.22
8/24/1990,13.48,13.21
8/17/1990,13.19,13.21
8/10/1990,13.03,13.21
8/3/1990,12.82,13.21
7/27/1990,12.82,13.22
7/20/1990,12.79,13.24
7/13/1990,12.87,13.25
7/6/1990,12.73,13.27
6/29/1990,12.61,13.29
6/22/1990,12.84,13.32
6/15/1990,13.04,13.34
6/8/1990,13.13,13.35
6/1/1990,13.11,13.36
5/25/1990,13.07,13.37
5/18/1990,13.28,13.39
5/11/1990,13.49,13.39
5/4/1990,13.68,13.39
4/27/1990,13.62,13.37
4/20/1990,13.66,13.35
4/13/1990,13.55,13.33
4/6/1990,13.70,13.32
3/30/1990,13.76,13.29
3/23/1990,13.80,13.25
3/16/1990,13.75,13.20
3/9/1990,13.66,13.14
3/2/1990,13.67,13.09
2/23/1990,13.54,13.01
2/16/1990,13.04,12.94
2/9/1990,13.04,12.92
2/2/1990,13.04,12.90
1/26/1990,13.04,12.86
1/19/1990,12.90,12.80
1/12/1990,12.78,12.76
1/5/1990,12.73,12.73
12/28/1989,12.50,11.18
12/21/1989,12.48,11.16
12/14/1989,12.50,11.13
12/7/1989,12.70,11.10
11/30/1989,12.63,11.07
11/23/1989,12.48,11.03
11/16/1989,11.94,11.00
11/9/1989,11.61,10.98
11/2/1989,11.45,10.96
10/26/1989,11.35,10.95
10/19/1989,11.19,10.94
10/12/1989,10.98,10.94
10/5/1989,10.99,10.93
9/28/1989,10.91,10.93
9/21/1989,10.96,10.93
9/14/1989,11.07,10.93
9/7/1989,11.02,10.93
8/31/1989,10.98,10.93
8/24/1989,11.04,10.92
8/17/1989,11.01,10.92
8/10/1989,11.05,10.92
8/3/1989,11.09,10.91
7/27/1989,11.18,10.91
7/20/1989,11.20,10.90
7/13/1989,11.22,10.89
7/6/1989,11.23,10.87
6/29/1989,11.21,10.86
6/22/1989,11.15,10.85
6/15/1989,11.08,10.83
6/8/1989,11.03,10.82
6/1/1989,10.96,10.81
5/25/1989,10.97,10.80
5/18/1989,11.13,10.79
5/11/1989,11.11,10.78
5/4/1989,11.10,10.76
4/27/1989,11.11,10.73
4/20/1989,11.04,10.71
4/13/1989,11.04,10.69
4/6/1989,10.93,10.66
3/30/1989,10.94,10.64
3/23/1989,11.03,10.61
3/16/1989,10.96,10.57
3/9/1989,10.81,10.52
3/2/1989,10.79,10.49
2/23/1989,10.59,10.44
2/16/1989,10.44,10.42
2/9/1989,10.40,10.41
2/2/1989,10.38,10.42
1/26/1989,10.44,10.43
1/19/1989,10.45,10.43
1/12/1989,10.40,10.40
12/30/1988,10.76,11.35
12/23/1988,10.90,11.37
12/16/1988,10.99,11.37
12/9/1988,11.03,11.38
12/2/1988,11.10,11.39
11/25/1988,11.01,11.40
11/18/1988,11.09,11.40
11/11/1988,11.04,11.41
11/4/1988,11.03,11.42
10/28/1988,11.17,11.43
10/21/1988,11.43,11.43
10/14/1988,11.48,11.43
10/7/1988,11.55,11.43
9/30/1988,11.47,11.43
9/23/1988,11.44,11.43
9/16/1988,11.47,11.43
9/9/1988,11.47,11.43
9/2/1988,11.55,11.43
8/26/1988,11.56,11.42
8/19/1988,11.59,11.42
8/12/1988,11.56,11.41
8/5/1988,11.50,11.41
7/29/1988,11.43,11.41
7/22/1988,11.38,11.41
7/15/1988,11.33,11.41
7/8/1988,11.28,11.41
7/1/1988,11.22,11.41
6/24/1988,11.26,11.42
6/17/1988,11.27,11.43
6/10/1988,11.35,11.43
6/3/1988,11.45,11.44
5/27/1988,11.53,11.44
5/20/1988,11.55,11.43
5/13/1988,11.57,11.43
5/6/1988,11.53,11.42
4/29/1988,11.31,11.41
4/22/1988,11.36,11.42
4/15/1988,11.34,11.42
4/8/1988,11.30,11.43
4/1/1988,11.27,11.44
3/25/1988,11.35,11.45
3/18/1988,11.40,11.46
3/11/1988,11.34,11.46
3/4/1988,11.21,11.48
2/26/1988,11.22,11.51
2/19/1988,11.35,11.54
2/12/1988,11.27,11.57
2/5/1988,11.42,11.62
1/29/1988,11.58,11.66
1/22/1988,11.71,11.68
1/15/1988,11.74,11.67
1/8/1988,11.63,11.64
1/1/1988,11.64,11.64
12/25/1987,11.67,11.67
12/18/1987,11.76,11.67
12/11/1987,11.72,11.67
12/4/1987,11.75,11.67
11/27/1987,11.58,11.66
11/20/1987,11.53,11.67
11/13/1987,11.52,11.67
11/6/1987,11.69,11.67
10/30/1987,11.83,11.67
10/23/1987,12.12,11.67
10/16/1987,12.12,11.66
10/9/1987,12.06,11.65
10/2/1987,11.97,11.64
9/25/1987,11.92,11.63
9/18/1987,12.07,11.62
9/11/1987,12.10,11.61
9/4/1987,12.10,11.59
8/28/1987,11.98,11.58
8/21/1987,11.89,11.57
8/14/1987,12.03,11.56
8/7/1987,11.92,11.54
7/31/1987,11.96,11.53
7/24/1987,11.90,11.52
7/17/1987,11.72,11.50
7/10/1987,11.49,11.49
7/3/1987,11.57,11.49
6/26/1987,11.63,11.49
6/19/1987,11.70,11.49
6/12/1987,11.89,11.48
6/5/1987,12.03,11.46
5/29/1987,11.86,11.43
5/22/1987,12.09,11.41
5/15/1987,11.66,11.38
5/8/1987,11.42,11.36
5/1/1987,11.25,11.36
4/24/1987,11.35,11.37
4/17/1987,11.30,11.37
4/10/1987,11.02,11.37
4/3/1987,11.05,11.40
3/27/1987,11.21,11.43
3/20/1987,11.28,11.44
3/13/1987,11.24,11.46
3/6/1987,11.32,11.48
2/27/1987,11.42,11.50
2/20/1987,11.50,11.51
2/13/1987,11.45,11.51
2/6/1987,11.62,11.52
1/30/1987,11.91,11.50
1/23/1987,11.80,11.40
1/16/1987,11.84,11.26
1/9/1987,11.04,10.98
1/2/1987,10.91,10.91
12/19/1986,10.83,10.77
12/12/1986,10.76,10.75
12/5/1986,10.73,10.73
